	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.7059	0.6	0.6486	0.48	25.0
AMBIENCE#GENERAL:NEUTRAL	0.25	0.5	0.3333	0.2	5.0
AMBIENCE#GENERAL:NEGATIVE	0.5	0.75	0.6	0.4286	7.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#QUALITY:POSITIVE	0.6667	0.5	0.5714	0.4	5.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.3333	0.5	0.3333	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.4	0.5714	0.4	5.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.4	0.4	0.4	0.25	8.0
FOOD#QUALITY:POSITIVE	0.7681	0.8548	0.8092	0.6795	78.0
FOOD#QUALITY:NEUTRAL	0.25	0.6667	0.3636	0.2222	9.0
FOOD#QUALITY:NEGATIVE	0.7083	0.8947	0.7907	0.6538	26.0
FOOD#STYLE_OPTIONS:POSITIVE	0.4286	0.375	0.4	0.25	12.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.3333	0.5	0.4	0.25	8.0
LOCATION#GENERAL:POSITIVE	0.125	1.0	0.2222	0.125	16.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	7.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	4.0
RESTAURANT#GENERAL:POSITIVE	0.5	0.8667	0.6341	0.4643	56.0
RESTAURANT#GENERAL:NEUTRAL	0.25	1.0	0.4	0.25	4.0
RESTAURANT#GENERAL:NEGATIVE	0.6429	0.9	0.75	0.6	15.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.5	0.1667	0.25	0.1429	7.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.3333	0.3333	0.3333	0.2	5.0
RESTAURANT#PRICES:POSITIVE	0.8	1.0	0.8889	0.8	5.0
RESTAURANT#PRICES:NEUTRAL	1.0	1.0	1.0	1.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.5714	1.0	0.7273	0.5714	7.0
SERVICE#GENERAL:POSITIVE	0.6207	0.9	0.7347	0.5806	31.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE#GENERAL:NEGATIVE	0.8824	0.6522	0.75	0.6	25.0
Micro-AVG	0.5818	0.7371	0.6503	0.4818	384.0
Macro-AVG	0.4232	0.5165	0.4281		384
