	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4286	0.8571	0.5714	0.4	30.0
DRINKS#PRICES	0.4	1.0	0.5714	0.4	5.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.6	0.6	0.6	0.4286	7.0
FOOD#QUALITY	0.6731	0.875	0.7609	0.614	57.0
FOOD#STYLE_OPTIONS	0.5	0.2857	0.3636	0.2222	9.0
LOCATION#GENERAL	0.25	1.0	0.4	0.25	8.0
RESTAURANT#GENERAL	0.3784	0.6667	0.4828	0.3182	44.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.2857	0.4	0.3333	0.2	10.0
SERVICE#GENERAL	0.7727	0.7727	0.7727	0.6296	27.0
Micro-AVG	0.52	0.7	0.5967	0.4252	214.0
Macro-AVG	0.4824	0.5937	0.4797		214
