	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7692	0.7692	0.7692	0.625	32.0
DRINKS#PRICES	0.6667	1.0	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.8	0.8889	0.8	5.0
DRINKS#STYLE_OPTIONS	1.0	0.75	0.8571	0.75	4.0
FOOD#PRICES	0.8571	0.6	0.7059	0.5455	11.0
FOOD#QUALITY	0.881	0.881	0.881	0.7872	94.0
FOOD#STYLE_OPTIONS	0.4444	0.6154	0.5161	0.3478	23.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.6809	0.7805	0.7273	0.5714	56.0
RESTAURANT#MISCELLANEOUS	0.6667	0.2	0.3077	0.1818	11.0
RESTAURANT#PRICES	0.7778	0.7778	0.7778	0.6364	11.0
SERVICE#GENERAL	0.9091	0.9091	0.9091	0.8333	48.0
Micro-AVG	0.7968	0.7968	0.7968	0.6623	302.0
Macro-AVG	2.3299	2.1874	2.2017		302
