	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6071	0.8293	0.701	0.5397	63.0
DRINKS#PRICES	0.4	0.6667	0.5	0.3333	6.0
DRINKS#QUALITY	0.8	0.5714	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	0.875	0.4118	0.56	0.3889	18.0
FOOD#QUALITY	0.7482	0.7879	0.7675	0.6228	167.0
FOOD#STYLE_OPTIONS	0.4	0.5714	0.4706	0.3077	39.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	11.0
RESTAURANT#GENERAL	0.6364	0.7	0.6667	0.5	98.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.5	0.5	0.5	0.3333	18.0
SERVICE#GENERAL	0.7949	0.8493	0.8212	0.6966	89.0
Micro-AVG	0.6667	0.7068	0.6861	0.5222	540.0
Macro-AVG	0.5635	0.5323	0.5267		540
